Name,Brand,Price,Discounted Price,Category,SuubCategory,Quantity,Description,BreadCrumbs
Amul Malai Paneer (Frozen),Amul,378,349,Dairy & Beverages,Dairy,1 Kg,"OverviewFor busy bees, this is the most convenient form of paneer. It is frozen and can be used quickly. The paneer has smooth: uniform texture and softness.Key Features- Rich in Proteins- Pure and HygienicBenefitsHaving high fat and low moisture compared to loose paneer available in market.IngredientsMilk Solids: Citric acid",Dairy & Beverages > Dairy
Amul Frozen Rasmalai,Amul,220,190,Dairy & Beverages,Dairy,500 gm," Key FeaturesMade from fresh Amul Milk Longer shelf life (1 year)  Hygienic & convenient packaging compared to local sweets shop  Uniformity in quality and standards of ingredients used  Most widely and round the year available frozen sweet in India.IngredientsRabdi / Condensed milk (Milk Solids, Sugar), Chhana / Indian Cottage Cheese (24%), Pistachio (0.4%) and Permitted Class II Preservative (E222)About the BrandAmul, is an Indian dairy cooperative society, based at Anand in the Indian state of Gujarat. Formed in 1946, it is a cooperative brand managed by a cooperative body, the Gujarat Co-operative Milk Marketing Federation Ltd. (GCMMF), which today is jointly owned by 36 lakh (3.6 million) milk producers in Gujarat and the apex body of 13 District Milk Unions, spread across 13,000 villages of Gujarat. Amul spurred India's White Revolution, which made the country the world's largest producer of milk and milk products. ",Dairy & Beverages > Dairy
Epigamia Milkshake Strawberry,Epigamia,35,27,Dairy & Beverages,Dairy,180 ml,BenefitsNo PreservativeHigh in CalciumHigh in Vitamin ASuper Quality and Thick5.4 gms of Protein Nutritional Information (Per 100 ml)Energy : 106 kcalProtein : 3 gCarbohydrate : 14.5 gOf Which Sugar : 9.5gFat : 4 gVitamin A : 71 mcgVitamin D : 0.65 mcgCalcium : 100 mcg,Dairy & Beverages > Dairy
Continental Xtra Instant South Blend Coffee,Continental,140,70,Dairy & Beverages,Beverages,50 gm,"OverviewContinental Xtra Instant Coffee has a richness and freshness that is authentic. A carefully crafted combination of 70% coffee and 30% chicory. Its aroma, flavour, and richness enchant the senses, providing you with the much-needed boost to take on any obstacle during the day. With this powerful cup of coffee, savour the rich, long-lasting flavour. Key FeaturesCarefully chosen Coffee Beans blended with roasted Chicory to provide a strong cup of rich tasting. A meticulous preparation of 70% Coffee and 30% Chicory, XTRA creates a Magic for the Senses owing to its Aroma, Flavour and Richness.How to UseAdd Continental coffee powderAdd hot water/milkAdd sugar to tasteStir well and enjoy a perfect cup of coffeeAny Other Must-Know InformationContinental Xtra is 100% pure, instant, soluble Coffee processed from carefully selected. plantation Arabica and washed Robusta beans blended to perfection for complete satisfaction , instantly About the BrandCCL is India's largest coffee manufacturer and exporter, having been founded in 1995. CCL has become one of the most popular coffee brands in the world, selling over 200 coffee blends to over 90 countries. With the CONTINENTAL Brand, CCL now offers the same taste, richness, and aroma as the finest instant coffee in India.",Dairy & Beverages > Beverages
Id Natural Paneer,Id,110,92,Dairy & Beverages,Dairy,200 gm,"Overview:iD Fresh Paneer is soft and creamy. It is made with the natural lemon juice. Paneer is an excellent source of protein and a rich source of selenium and potassium. It does not contain any added artificial chemicals or acids.IngredientsPasteurised Milk, Lemon, Edible Common Salt, MilkHow to UseJust snip the pack open and use as desired.About the BrandiD was founded in 2005, by 5 cousins, with a 50sqft store & 1 big dream - to ensure that people the world over get access to fresh, nutritious & delicious Indian food. With an unwavering vision to preserve traditional, home-made cuisine & a focus on making the process of cooking fun & effortless, iD today serves homes across India, UAE & the US. Come, join us for a meal, made with love. ",Dairy & Beverages > Dairy
Davidoff Coffee Espresso Intense,Davidoff,550,495,Dairy & Beverages,Beverages,100 gm,"Must-Know informationDavidoff Cafe Espresso 57 Instant Coffee is made from the finest and choicest Arabica beans from African, Latin American and Pacific coffees combined with the particularly dark roast lend this exceptional espresso its intense and assertive taste with a deliciously mellow finish.",Dairy & Beverages > Beverages
Epigamia Milkshake Vanilla,Epigamia,40,28,Dairy & Beverages,Dairy,180 ml,"Key Features- Source of Calcium- Contains Vitamin A- No PreservativesIngredientsUHT Treated Vanilla Flavoured Toned Milk.Fortified Toned Milk (83%), Water, Sugar, Milk Solids, Emulsifier & Stabilizer (INS 471, INS 407, INS 412, INS 415). Acidity Regulator [INS 339 (iii)]. Contains Added Flavour (Natural Flavouring Substances) Vanilla Flavoured.",Dairy & Beverages > Dairy
Cothas Coffee Speciality Blend,Cothas,122,110,Dairy & Beverages,Beverages,200 gm,"OverviewThe most reliable day-starter of the South. Cothas' best selling product for home consumption, with an optimally aromatic sound-bodied blend, marked by a chocolatey note. Great with traditional steel filter and electric coffee makers.Key Features85% coffee, 15% chicoryAuthentic filter coffeeStrong aromaDistinctly rich taste offers physical and mental stimulationIngredientsRoast & Ground Coffee & ChicoryApplicationAdd 1 teaspoon of coffee powder with hot milk.Add needed sugar.Storage ConditionStore in ambient room temperature. ",Dairy & Beverages > Beverages
Davidoff Coffee Rich Aroma,Davidoff,550,495,Dairy & Beverages,Beverages,100 gm,Overview:Enticingly fragrant coffee that will awaken your senses and treat your taste buds to an immersive experience. Rich Aroma is a harmonious and delicious blend inspired by our zest for life. A nod to our belief that balance is the key to contentment. Its pleasantly robust body is punctuated by a mildly acidic aftertaste. Each sip is an invitation to discover its subtle composition of surprising flavors and delicate finish. Key FeaturesFull flavoured experienceMasterpiece of Coffee BenefitsSouth American and East African beans are combined to create a full-bodied coffee with an intense and luxurious aroma to match its name. Add to that a gorgeous brown crema on top of every cup and it's no wonder Davidoff Rich Aroma is a coffee lovers dream. IngredientsProvenance: South America and East AfricaBean type: 100% arabica,Dairy & Beverages > Beverages
D'lecta Dairy Cream,D'lecta,57,45,Dairy & Beverages,Dairy,200 ml,"OverviewMade from pure cow milk, with 25% milk fat, this dairy cream pack can be added to your palak paneer, dal makhani or pastas for creamy texture and delicious taste.Key Features- Made from cow milk- Homogeneous, free flowing, consistent- Smooth texture and mouthfeel- Enriches the flavour of the finished productStorage ConditionStore in a cool & dry place, once opened refrigerate & consume within 4 daysShelf lifeBest before 6 months from manufacturing date.About the BrandD'lecta, headquartered in Mumbai, is committed to helping farmers find a market for their produce. They started their operations with milk based products which continue to dominate their product portfolio.",Dairy & Beverages > Dairy
Le Café Instant Coffee,Le Cafe,400,200,Dairy & Beverages,Beverages,200 gm,"OverviewLe Cafe Coffee is extracted from carefully selected Robusta & Arabica beans from the plantations of Tata Coffee. Each bean is carefully selected & roasted to perfection in the state of the art factories of Tata Coffee resulting in a great aroma & captivating coffee taste.IngredientsCoffee BeansStorage InstructionsStore in a Cool, Dry & Hygienic Place.",Dairy & Beverages > Beverages
Amul Rose Lassi,Amul,20,20,Dairy & Beverages,Dairy,250 ml," Key FeaturesAmul Lassi in this yummy Rose flavour ends all your meals on a sweet and fragrant note. It comes in different-sized easy-to-consume and carry packs to quench your thirst at anytime. It's a tasty and cool drink packed with calcium and protein. It comes to the rescue when you're feeling hungry but don't have any snacks handy. Lassi is a traditional Indian drink that has been loved in homes for generations. It's a particular favourite during the hot months but can be enjoyed all year round. India's most loved and trusted dairy brand makes this classic Indian beverage available in an easy-to-use tetrapak form. Amul Lassi is a vegetarian product. It is made of toned milk dahi, sugar and water with permitted stabilizers and flavours. IngredientsToned Milk Dahi, Water and Sugar. Contains Permitted Stabilizer (E440) and Added Nature Identical and Artificial Flavouring Substances (Rose)Care InstructionsShake well before use. Needs no refrigeration till opened After opening. refrigerate & use within 2 days.Any Other Must-Know InformationAmount per 100g: Energy: 79 Kcal Total Fat: 2.1g (Saturated Fat: 1.4g, Trans Fat: 0.1g) Total Carbohydrate: 12.8g Added Sugar: 12.0g Protein: 2.3g Calcium: 74mg *Approximate ValuesAbout the BrandAmul, is an Indian dairy cooperative society, based at Anand in the Indian state of Gujarat. Formed in 1946, it is a cooperative brand managed by a cooperative body, the Gujarat Co-operative Milk Marketing Federation Ltd. (GCMMF), which today is jointly owned by 36 lakh (3.6 million) milk producers in Gujarat and the apex body of 13 District Milk Unions, spread across 13,000 villages of Gujarat. Amul spurred India's White Revolution, which made the country the world's largest producer of milk and milk products. ",Dairy & Beverages > Dairy
Colombian Brew Cappuccino Coffee Premix,Colombian Brew Coffee,249,124,Dairy & Beverages,Beverages,10 U,"OverviewThis is a pack of Colombian Brew 3 in 1 Cappuccino Caf&eacute; Latte, Instant Coffee Powder Premix is made with Real Milk & Gourmet Coffee. Just add hot water, stir & a delicious cup of caf&eacute; latte is ready for you.",Dairy & Beverages > Beverages
Amul Lassi Rose Flavour,Amul,70,70,Dairy & Beverages,Dairy,1 L,"OverviewAmul Lassi is a refreshing beverage range with a variety of flavours. Pick it up for its unique flavour and enjoy the drink. Hamara cold drink.IngredientsToned Milk Dahi, Water and Sugar. Contains Permitted Stabilizer (E440) and added Nature Identical and Artificial Flavouring Substances (Rose).",Dairy & Beverages > Dairy
Nescafe Chilled Latte Coffee & Milk Beverage,Nescafe,45,40,Dairy & Beverages,Beverages,180 ml,"  OverviewDelicious coffee indulgence with an extra creamy flavour, perfect for those who enjoy their coffee light and milky.This range of deliciously brewed cold coffees comes in a convenient ready to drink format in Chilled Latte flavour and tastes best when chilled. With approximately 153 Kcal in a serve, NESCAFE Latte is a refreshing treat any time of the day.Key FeaturesSignature taste of Nescafe coffee that is delightfully creamyReady to drinkServe chilledIngredientsMilk, Sugar, Coffee (0.9%), Acidity Regulator (339(ii) and Stabilizer (407).Storage ConditionStore in a cool and dry place.About the brandOne of the worlds most loved brands, NESCAFE has been making one of the worlds most loved beverages, Coffee, for over six decades. ",Dairy & Beverages > Beverages
